0	4.18879	0.0132577	0.0132171	1.02	0	51898
1	4.18913	0.0739966	0.0579392	1.10604	8779.48	52047.5
2	4.19061	0.171981	0.130536	1.25382	8561.96	52073.6
3	4.19212	0.245317	0.192369	1.37784	4453.24	52663.6
4	4.19326	0.302208	0.226804	1.46877	1649.46	52612.5
5	4.19411	0.340033	0.245605	1.52763	658.379	53142.4
6	4.19443	0.368666	0.255798	1.56939	119.02	53458.3
7	4.19465	0.37848	0.260215	1.58466	73.5558	53073.2
8	4.19476	0.380069	0.264188	1.59011	23.7265	53132.3
9	4.19484	0.379402	0.265615	1.59065	0.876389	53147.2
10	4.19487	0.378334	0.265934	1.58971	1.96619	53162.7
11	4.19486	0.377615	0.2662	1.58913	0.201149	53160.8
12	4.19483	0.37821	0.266334	1.58994	0.17801	53168.1
13	4.19482	0.37768	0.266457	1.58944	0.0189143	53170.2
14	4.1948	0.377771	0.266502	1.58958	0.045463	53171.9
15	4.19479	0.377565	0.266567	1.58941	1.2712	53167.1
16	4.19479	0.376969	0.26721	1.58931	4.80083	53205.4
17	4.19482	0.375235	0.269775	1.58966	20.8882	53216.7
18	4.19475	0.376384	0.270466	1.59162	1.86681	53217.2
19	4.19473	0.375948	0.270787	1.59141	1.65355	53198.5
20	4.19474	0.374014	0.271957	1.59025	28.1737	53240.9
21	4.19477	0.37441	0.274356	1.59292	33.3207	53284.4
22	4.19476	0.374998	0.274982	1.59418	2.83793	53258.9
23	4.19474	0.3743	0.275616	1.59396	4.43701	53304.1
24	4.19473	0.373752	0.275883	1.59357	0.304734	53288
25	4.19472	0.373627	0.27607	1.5936	1.59312	53306.5
26	4.19469	0.373603	0.276549	1.59401	10.6675	53318.8
27	4.19468	0.372992	0.27693	1.59366	0.437113	53308.2
28	4.19467	0.372848	0.277012	1.59357	0.352716	53307.3
29	4.19466	0.372924	0.277043	1.59368	0.330408	53306.5
30	4.19461	0.373183	0.276844	1.5938	5.24322	53282.4
31	4.19455	0.372917	0.277266	1.59388	4.43512	53343.2
32	4.19453	0.373057	0.278003	1.59473	1.43324	53331.2
33	4.19446	0.371737	0.277736	1.59295	18.9546	53329.2
34	4.19442	0.365134	0.278403	1.58589	26.3432	53270.6
35	4.19428	0.354536	0.279192	1.5743	55.2915	53106.3
36	4.19406	0.338425	0.278473	1.55493	51.3557	53069
37	4.19397	0.329086	0.277775	1.54345	19.0355	53053.1
38	4.19388	0.325087	0.277124	1.53823	17.7323	52950.2
39	4.19389	0.324067	0.276812	1.53676	0.705538	52990
40	4.19392	0.323517	0.276798	1.53611	1.07888	52984.7
41	4.19391	0.323393	0.276782	1.53596	0.23154	52986
42	4.19387	0.323928	0.276732	1.53653	2.64725	52995.8
43	4.19387	0.326723	0.275801	1.53894	26.305	53172.3
44	4.19384	0.335727	0.275725	1.54932	43.8082	53142.7
45	4.19371	0.341004	0.276285	1.55595	27.3603	53242.8
46	4.19377	0.345696	0.276792	1.56185	24.4547	53110.6
47	4.1937	0.346595	0.277423	1.56347	4.92663	53088.1
48	4.19379	0.349649	0.277911	1.56746	3.31144	53240
49	4.19377	0.351997	0.277893	1.57017	0.596772	53198.9
50	4.19378	0.35094	0.277895	1.56894	0.817673	53191.9
51	4.19373	0.349631	0.277797	1.56733	7.76487	53218.2
