0	4.18879	0.0132577	0.0132171	1.02	0	51898
1	4.18896	0.0685016	0.0534827	1.09786	7323.88	51464.6
2	4.19035	0.157901	0.1189	1.23109	7092.07	51913.7
3	4.19157	0.223207	0.173948	1.33973	3341.08	52144.3
4	4.19247	0.269008	0.203752	1.41295	1068.62	52437.7
5	4.19305	0.297855	0.218923	1.45738	325.555	52719.3
6	4.19315	0.317267	0.224517	1.48384	40.6532	52652.5
7	4.19318	0.323865	0.226616	1.49304	12.3714	52899.2
8	4.19314	0.318486	0.228694	1.48872	26.5685	52619.3
9	4.19324	0.309416	0.232569	1.48172	62.5922	52945.3
10	4.19317	0.295792	0.235775	1.46896	53.5756	52790.6
11	4.19304	0.284282	0.238212	1.45793	24.6009	52640.4
12	4.19301	0.281177	0.23633	1.45285	0.874089	52737.7
13	4.19302	0.28225	0.236965	1.45459	1.73802	52694.1
14	4.19302	0.281878	0.237147	1.45432	0.923335	52705.8
15	4.19302	0.281423	0.237287	1.45392	0.0890854	52742.8
16	4.19302	0.281679	0.237347	1.45426	0.159894	52684.4
17	4.19302	0.281649	0.237363	1.45424	0.0617979	52718.8
18	4.19302	0.281625	0.237435	1.45427	0.0303257	52685.1
19	4.19302	0.281712	0.237491	1.45442	0.197163	52689.1
20	4.19304	0.281854	0.237597	1.45467	0.467671	52659
21	4.19303	0.28223	0.237707	1.45518	0.263493	52661.7
22	4.19303	0.282419	0.237856	1.45552	0.517482	52668.8
23	4.19304	0.282394	0.238033	1.45564	0.113641	52671.4
24	4.19305	0.282303	0.238031	1.45553	0.00266745	52671.5
25	4.19305	0.282278	0.238066	1.45553	0.00306182	52669.3
26	4.19306	0.282267	0.238087	1.45554	0.00108004	52670.4
27	4.19306	0.282332	0.238082	1.45561	0.00721077	52673
28	4.19306	0.282441	0.238095	1.45574	0.138951	52676.1
29	4.19305	0.282674	0.238098	1.45601	0.0279769	52681.3
30	4.19305	0.282802	0.238113	1.45617	0.0408841	52683.4
31	4.19305	0.282923	0.238182	1.45636	0.0484283	52690.3
32	4.19305	0.283041	0.23826	1.45656	0.0128456	52690.1
33	4.19305	0.283183	0.238284	1.45674	0.0505782	52694.4
34	4.19305	0.283277	0.238306	1.45687	0.615293	52694.9
35	4.19304	0.283573	0.238332	1.45722	0.087931	52692
36	4.19303	0.284165	0.238454	1.458	0.866216	52655.6
37	4.19299	0.285472	0.238721	1.4597	1.81378	52635.1
38	4.19291	0.287883	0.239167	1.46281	7.97336	53012.4
39	4.193	0.293784	0.239589	1.46987	4.23519	52865.5
40	4.193	0.299582	0.240152	1.47692	29.6029	52715
41	4.19296	0.30277	0.240636	1.48096	10.4569	52853.7
42	4.19301	0.306486	0.240964	1.48546	5.31256	52766.1
43	4.19302	0.306438	0.241214	1.48561	1.96159	52732.5
44	4.19301	0.305127	0.241103	1.48403	1.39543	52797.6
45	4.19295	0.302706	0.240946	1.48114	1.10567	52851.7
46	4.19282	0.297803	0.240813	1.47546	17.3406	52739.9
47	4.19277	0.290662	0.240395	1.46699	32.2098	52698.6
48	4.19269	0.285285	0.239585	1.46021	17.324	52615.7
49	4.19267	0.284206	0.239546	1.45895	1.2719	52628.7
50	4.19267	0.284561	0.239597	1.45939	3.31615	52632.2
51	4.19265	0.284485	0.239725	1.45941	0.659804	52631.5
