0	0.782169	0.0199994	0.99
0	0.782169	0.0199994	0.99
1	0.782162	0.019996	0.990023
2	0.782173	0.0200501	0.990031
3	0.782187	0.0201743	0.990023
4	0.782204	0.0203837	0.98999
5	0.782223	0.0206796	0.98993
6	0.782238	0.021059	0.989839
7	0.782249	0.0215066	0.989726
8	0.782287	0.0221056	0.989592
9	0.782316	0.0228172	0.989444
10	0.782339	0.023588	0.989285
11	0.78237	0.024394	0.989118
12	0.782416	0.0253101	0.988944
13	0.782463	0.0263245	0.988764
14	0.782132	0.0273598	0.988569
15	0.782123	0.0285504	0.988328
16	0.782137	0.0298508	0.988054
17	0.782168	0.0311839	0.987758
18	0.782218	0.0327043	0.987448
19	0.782268	0.0342055	0.987128
20	0.782332	0.0359068	0.9868
21	0.782403	0.0376057	0.986467
22	0.782101	0.0395678	0.986036
23	0.782063	0.0409314	0.98627
24	0.782087	0.0423999	0.986468
25	0.78214	0.0443245	0.98641
26	0.782216	0.0466346	0.986079
27	0.782305	0.0493248	0.985502
28	0.781951	0.052171	0.98494
29	0.781947	0.055184	0.984403
30	0.782017	0.0583128	0.983976
31	0.782114	0.0614163	0.98382
32	0.782234	0.0650122	0.983452
33	0.782371	0.0691647	0.982855
34	0.781891	0.0737476	0.982248
35	0.781994	0.0787141	0.981695
36	0.782131	0.0841022	0.981281
37	0.782292	0.0902015	0.980849
38	0.781814	0.0972114	0.980234
39	0.781938	0.105205	0.979597
40	0.782101	0.114243	0.979025
41	0.782289	0.124251	0.978601
42	0.781783	0.136095	0.978004
43	0.781945	0.150068	0.977346
44	0.78214	0.166627	0.976729
45	0.781646	0.186153	0.976249
46	0.781805	0.209915	0.97563
47	0.782004	0.23578	0.974938
48	0.781516	0.251097	0.974294
49	0.78169	0.233331	0.973779
50	0.781911	0.247054	0.973139
