0	0.782169	0.0199994	0.99
1	0.782179	0.0199345	0.990047
2	0.782181	0.0198713	0.990085
3	0.78218	0.0199037	0.990088
4	0.78218	0.0199683	0.990079
5	0.78218	0.0200106	0.990074
6	0.78218	0.0200446	0.990075
7	0.78218	0.0200856	0.990078
8	0.78218	0.0201242	0.990081
9	0.78218	0.0201559	0.990084
10	0.78218	0.0201955	0.990085
11	0.78218	0.0202305	0.990084
12	0.782181	0.0202584	0.990081
13	0.782179	0.0202982	0.990074
14	0.782181	0.0203334	0.990068
15	0.782183	0.0203798	0.990057
16	0.782183	0.0204243	0.990048
17	0.782186	0.0204658	0.990036
18	0.782187	0.0205136	0.990023
19	0.782184	0.0205557	0.99001
20	0.782186	0.020601	0.99
21	0.78219	0.0206506	0.989985
22	0.782193	0.0207004	0.989963
23	0.78219	0.0207552	0.989938
24	0.782193	0.0208011	0.989917
25	0.782197	0.0208371	0.989901
26	0.782201	0.0208886	0.989879
27	0.782204	0.0209427	0.989853
28	0.782202	0.0209876	0.989829
29	0.782205	0.0210329	0.989808
30	0.78221	0.021073	0.989794
31	0.782213	0.0211119	0.989775
32	0.782217	0.0211583	0.989753
33	0.782214	0.0212082	0.989733
34	0.782217	0.0212435	0.989718
35	0.782221	0.0212665	0.989709
36	0.782223	0.0213022	0.989697
37	0.782224	0.0213465	0.989681
38	0.782227	0.0213857	0.989666
39	0.782224	0.0214238	0.989653
40	0.782227	0.0214607	0.989642
41	0.782228	0.0214848	0.989637
42	0.782231	0.0215105	0.989628
43	0.782232	0.0215487	0.989616
44	0.782234	0.0215898	0.989604
45	0.782236	0.0216195	0.989592
46	0.782235	0.0216475	0.989582
47	0.782238	0.0217033	0.989574
48	0.782237	0.0218648	0.989569
49	0.782238	0.02199	0.989565
50	0.782242	0.0220916	0.98957
51	0.782245	0.0221859	0.989576
52	0.782248	0.0222806	0.989576
53	0.78225	0.0223727	0.989571
54	0.782253	0.0224611	0.989564
55	0.782251	0.0225542	0.989556
56	0.782253	0.0226458	0.989548
57	0.782253	0.0227235	0.989544
58	0.782256	0.0227977	0.989537
59	0.782258	0.0228697	0.989528
60	0.782259	0.0229387	0.989519
61	0.782261	0.0229977	0.989514
62	0.782264	0.0230548	0.989508
63	0.782265	0.0231158	0.9895
64	0.782268	0.0231768	0.989491
65	0.78227	0.0232316	0.989482
66	0.782272	0.0232879	0.989472
67	0.782274	0.0233392	0.989463
68	0.78227	0.0233911	0.989454
69	0.782274	0.0234212	0.989448
70	0.782276	0.0234539	0.989446
71	0.782279	0.0234796	0.989442
72	0.782278	0.023519	0.989435
73	0.782281	0.0235605	0.989423
74	0.782283	0.0236206	0.989409
75	0.782281	0.023677	0.989399
76	0.782284	0.0237372	0.989389
77	0.782288	0.0237825	0.989382
78	0.782291	0.0238275	0.98937
79	0.782294	0.0238861	0.989353
80	0.782298	0.0239374	0.989333
81	0.782302	0.0239885	0.989313
82	0.782306	0.0240409	0.989292
83	0.782304	0.024081	0.989273
84	0.782309	0.0241252	0.989257
85	0.782312	0.0241684	0.989247
86	0.782314	0.0241945	0.989237
87	0.782318	0.0242234	0.989225
88	0.782321	0.0242675	0.98921
89	0.782324	0.0243076	0.989196
90	0.782327	0.0243327	0.989182
91	0.782326	0.024361	0.98917
92	0.782329	0.0243988	0.989158
93	0.782331	0.0244321	0.98915
94	0.782333	0.0244547	0.989144
95	0.782335	0.0244881	0.989134
96	0.782337	0.024525	0.989123
97	0.782338	0.0245517	0.989111
98	0.782339	0.0245671	0.989102
99	0.782341	0.0245736	0.989093
100	0.782342	0.0245853	0.989087
101	0.782341	0.0246087	0.989085
102	0.782341	0.0246354	0.989084
103	0.782343	0.0246546	0.989082
104	0.782344	0.024657	0.989083
105	0.782345	0.0246636	0.98908
106	0.782348	0.0247528	0.989075
107	0.782352	0.0249146	0.989067
108	0.782353	0.0250531	0.989059
109	0.782357	0.0251734	0.989051
110	0.78236	0.0252677	0.989044
111	0.782362	0.0253523	0.989039
112	0.782361	0.0254388	0.989037
113	0.782363	0.0255258	0.989035
114	0.782363	0.0256072	0.989038
115	0.782361	0.0256817	0.989041
116	0.782362	0.0257502	0.989047
117	0.782363	0.0258123	0.989052
118	0.782364	0.0258686	0.989055
119	0.782366	0.0259268	0.989055
120	0.782367	0.0259914	0.98905
121	0.782369	0.0260544	0.989042
122	0.78237	0.0261145	0.989032
123	0.782372	0.0261698	0.989022
124	0.782373	0.0262304	0.989013
125	0.782375	0.0262855	0.989003
126	0.782377	0.0263347	0.988994
127	0.782378	0.0263871	0.988987
128	0.78238	0.0264349	0.98898
129	0.782382	0.0264705	0.988974
130	0.78238	0.0265092	0.988971
131	0.782383	0.0265393	0.988966
132	0.782386	0.0265808	0.988964
133	0.782389	0.0266186	0.988959
134	0.782392	0.0266364	0.988949
135	0.782396	0.0266755	0.988934
136	0.7824	0.026724	0.988914
137	0.782403	0.0267574	0.988893
138	0.782408	0.026799	0.988873
139	0.782412	0.0268483	0.988853
140	0.782416	0.0268868	0.988833
141	0.78242	0.0269325	0.988815
142	0.782424	0.0269953	0.988798
143	0.782425	0.0270435	0.988782
144	0.782426	0.0270685	0.988769
145	0.782429	0.0271012	0.988759
146	0.782432	0.0271252	0.988766
147	0.782434	0.02716	0.988757
148	0.78232	0.0272663	0.988674
149	0.782269	0.02737	0.988607
150	0.782242	0.0274733	0.988537
151	0.782215	0.0275568	0.988473
152	0.7822	0.0276191	0.98842
153	0.782189	0.0276877	0.988371
154	0.78218	0.0277596	0.988324
155	0.782173	0.0278264	0.988282
156	0.782171	0.0278859	0.988242
157	0.782168	0.0279189	0.98821
158	0.782163	0.027954	0.988173
159	0.782162	0.0280044	0.988136
160	0.782159	0.0280564	0.988108
161	0.78216	0.028121	0.988071
162	0.782156	0.0281691	0.98805
163	0.782159	0.0282107	0.988023
164	0.782154	0.0282368	0.987997
165	0.782155	0.0282609	0.987985
166	0.782157	0.0284053	0.987959
167	0.782155	0.0285758	0.987937
168	0.782159	0.0287093	0.987929
169	0.782162	0.028836	0.987909
170	0.782162	0.0289446	0.987891
171	0.782166	0.0290313	0.987877
172	0.782162	0.0291101	0.987868
